event_id,timestamp,source_ip,endpoint,attack_type,severity,payload_sample,detected_by_ruleset
evt_00767,2026-08-24 05:58:40,147.13.179.126,/admin/login,brute_force,high,username=admin&password={guess},1
evt_01920,2026-08-24 06:05:44,60.230.7.137,/search,none,low,-,0
evt_01955,2026-08-24 07:07:04,75.91.81.197,/api/v1/users,api_enumeration,medium,GET /api/v1/users?id={n},1
evt_02313,2026-08-24 07:10:32,193.104.214.79,/admin/login,brute_force,high,username=admin&password={guess},1
evt_00793,2026-08-24 08:39:06,75.91.81.197,/admin/login,none,low,-,0
evt_02099,2026-08-24 08:54:07,125.68.112.100,/config/exposed.env,config_exposure_probe,medium,GET /config/exposed.env HTTP/1.1,1
evt_01162,2026-08-24 09:03:54,51.234.58.68,/search,none,low,-,0
evt_00787,2026-08-24 09:12:26,168.116.26.150,/admin/login,none,low,-,0
evt_01875,2026-08-24 09:18:54,119.159.87.173,/config/exposed.env,config_exposure_probe,medium,GET /config/exposed.env HTTP/1.1,1
evt_01687,2026-08-24 09:38:32,80.4.109.138,/config/exposed.env,none,low,-,0
evt_00736,2026-08-24 09:43:25,131.12.158.4,/search,none,low,-,0
evt_02000,2026-08-24 10:03:10,82.113.53.240,/api/v1/users,idor_probe,high,GET /api/v1/users?id={n}&token=none,1
evt_02449,2026-08-24 10:35:12,158.43.229.18,/api/v1/users,idor_probe,high,GET /api/v1/users?id={n}&token=none,1
evt_01685,2026-08-24 10:45:28,171.12.15.22,/upload,none,low,-,0
evt_01260,2026-08-24 11:55:24,197.222.103.243,/admin/login,none,low,-,0
evt_02304,2026-08-24 12:18:53,170.31.83.187,/upload,none,low,-,0
evt_01059,2026-08-24 12:27:29,89.84.212.51,/config/exposed.env,config_exposure_probe,medium,GET /config/exposed.env HTTP/1.1,1
evt_02013,2026-08-24 12:43:27,179.24.52.100,/search,none,low,-,0
evt_02085,2026-08-24 12:53:18,212.69.142.217,/upload,none,low,-,0
evt_01721,2026-08-24 13:10:42,31.115.157.172,/config/exposed.env,none,low,-,0
evt_00101,2026-08-24 13:50:12,215.53.45.167,/api/v1/users,none,low,-,0
evt_00383,2026-08-24 15:26:57,216.255.169.4,/admin/login,brute_force,high,username=admin&password={guess},1
evt_02427,2026-08-24 16:12:30,48.68.154.205,/search,sqli,critical,q=' OR '1'='1' --,1
evt_01380,2026-08-24 16:13:38,50.78.229.74,/config/exposed.env,none,low,-,0
evt_02282,2026-08-24 16:27:36,179.24.52.100,/config/exposed.env,none,low,-,0
evt_00117,2026-08-24 16:36:24,218.61.176.190,/config/exposed.env,none,low,-,0
evt_01753,2026-08-24 16:52:09,205.54.237.107,/search,none,low,-,0
evt_00364,2026-08-24 16:55:31,147.252.76.244,/admin/login,brute_force,high,username=admin&password={guess},1
evt_00278,2026-08-24 17:45:40,75.12.105.7,/api/v1/users,none,low,-,0
evt_00980,2026-08-24 17:58:47,52.86.121.8,/upload,malicious_file_upload,critical,filename=shell.php.jpg,1
evt_00752,2026-08-24 18:00:19,23.103.98.103,/search,none,low,-,0
evt_01922,2026-08-24 18:27:37,9.104.217.143,/config/exposed.env,config_exposure_probe,medium,GET /config/exposed.env HTTP/1.1,1
evt_00252,2026-08-24 18:44:16,157.79.170.105,/api/v1/users,none,low,-,0
evt_01891,2026-08-24 19:09:59,82.113.53.240,/admin/login,none,low,-,0
evt_02410,2026-08-24 19:11:51,205.54.237.107,/api/v1/users,none,low,-,0
evt_01324,2026-08-24 19:47:58,206.170.46.203,/api/v1/users,idor_probe,high,GET /api/v1/users?id={n}&token=none,1
evt_00920,2026-08-24 20:03:17,223.180.163.146,/config/exposed.env,config_exposure_probe,medium,GET /config/exposed.env HTTP/1.1,1
evt_00603,2026-08-24 20:26:30,174.203.30.219,/admin/login,none,low,-,0
evt_00012,2026-08-24 20:34:29,51.234.58.68,/upload,none,low,-,0
evt_01918,2026-08-24 20:55:20,168.116.26.150,/config/exposed.env,none,low,-,0
evt_01849,2026-08-24 21:04:31,171.12.15.22,/upload,none,low,-,0
evt_01728,2026-08-24 21:06:52,175.63.88.235,/admin/login,none,low,-,0
evt_02137,2026-08-24 21:11:11,216.255.169.4,/search,none,low,-,0
evt_00152,2026-08-24 21:38:55,86.193.71.63,/admin/login,brute_force,high,username=admin&password={guess},1
evt_00696,2026-08-24 22:06:05,137.66.14.240,/upload,none,low,-,0
evt_01566,2026-08-24 22:51:07,5.222.31.252,/api/v1/users,none,low,-,0
evt_02470,2026-08-24 23:15:16,171.12.15.22,/api/v1/users,idor_probe,high,GET /api/v1/users?id={n}&token=none,1
evt_01638,2026-08-24 23:41:34,147.252.76.244,/admin/login,none,low,-,0
evt_00855,2026-08-25 00:27:34,154.153.45.35,/search,sqli,critical,q=' OR '1'='1' --,1
evt_01415,2026-08-25 01:05:38,182.252.32.114,/admin/login,brute_force,high,username=admin&password={guess},1
evt_01524,2026-08-25 01:55:49,190.136.253.249,/config/exposed.env,config_exposure_probe,medium,GET /config/exposed.env HTTP/1.1,1
evt_02245,2026-08-25 02:44:57,82.113.53.240,/api/v1/users,none,low,-,0
evt_01725,2026-08-25 03:00:04,46.72.13.244,/api/v1/users,none,low,-,0
evt_01471,2026-08-25 03:36:07,17.154.181.195,/search,none,low,-,0
evt_00097,2026-08-25 04:20:53,168.116.26.150,/upload,none,low,-,0
evt_00052,2026-08-25 04:24:34,21.225.32.228,/config/exposed.env,none,low,-,0
evt_00428,2026-08-25 05:38:45,158.43.229.18,/admin/login,credential_stuffing,high,username={user}&password={leaked_pw},1
evt_01672,2026-08-25 06:03:41,9.251.149.159,/upload,malicious_file_upload,critical,filename=shell.php.jpg,1
evt_01462,2026-08-25 06:09:21,177.53.25.238,/admin/login,none,low,-,0
evt_02280,2026-08-25 06:58:51,173.50.52.36,/admin/login,none,low,-,0
evt_00438,2026-08-25 07:25:39,223.9.74.247,/api/v1/users,idor_probe,high,GET /api/v1/users?id={n}&token=none,1
evt_01790,2026-08-25 07:45:01,27.151.53.68,/search,sqli,critical,q=' OR '1'='1' --,1
evt_02173,2026-08-25 08:07:21,61.68.206.136,/api/v1/users,none,low,-,0
evt_01238,2026-08-25 08:11:32,86.91.169.5,/search,xss,high,q=<script>alert(1)</script>,1
evt_02307,2026-08-25 08:21:37,49.102.48.138,/admin/login,brute_force,high,username=admin&password={guess},1
evt_02182,2026-08-25 10:19:23,67.105.46.233,/upload,none,low,-,0
evt_02369,2026-08-25 11:08:05,148.251.160.134,/upload,malicious_file_upload,critical,filename=shell.php.jpg,1
evt_02241,2026-08-25 11:40:16,181.162.97.216,/upload,malicious_file_upload,critical,filename=shell.php.jpg,1
evt_02126,2026-08-25 12:11:43,30.124.225.110,/upload,none,low,-,0
evt_01055,2026-08-25 12:21:57,158.43.229.18,/search,none,low,-,0
evt_00702,2026-08-25 13:09:09,49.102.48.138,/search,none,low,-,0
evt_00968,2026-08-25 14:25:25,130.147.213.228,/search,sqli,critical,q=' OR '1'='1' --,1
evt_01848,2026-08-25 15:21:22,181.162.97.216,/api/v1/users,api_enumeration,medium,GET /api/v1/users?id={n},1
evt_02169,2026-08-25 15:49:05,107.212.3.190,/config/exposed.env,config_exposure_probe,medium,GET /config/exposed.env HTTP/1.1,1
evt_00571,2026-08-25 17:04:18,58.166.156.99,/search,xss,high,q=<script>alert(1)</script>,1
evt_01321,2026-08-25 17:23:04,194.81.180.58,/admin/login,none,low,-,0
evt_01796,2026-08-25 17:31:07,32.249.3.40,/api/v1/users,none,low,-,0
evt_00818,2026-08-25 17:50:06,25.115.255.164,/api/v1/users,idor_probe,high,GET /api/v1/users?id={n}&token=none,1
evt_02094,2026-08-25 17:54:35,21.214.161.240,/admin/login,none,low,-,0
evt_01438,2026-08-25 18:21:17,215.53.45.167,/search,sqli,critical,q=' OR '1'='1' --,1
evt_00333,2026-08-25 18:43:59,120.1.57.72,/api/v1/users,idor_probe,high,GET /api/v1/users?id={n}&token=none,1
evt_01826,2026-08-25 18:44:51,179.24.52.100,/search,sqli,critical,q=' OR '1'='1' --,1
evt_01090,2026-08-25 18:50:08,212.69.142.217,/admin/login,none,low,-,0
evt_02332,2026-08-25 18:55:44,9.251.149.159,/upload,malicious_file_upload,critical,filename=shell.php.jpg,1
evt_01322,2026-08-25 19:58:34,75.91.81.197,/api/v1/users,none,low,-,0
evt_00510,2026-08-25 20:34:24,202.111.95.245,/api/v1/users,api_enumeration,medium,GET /api/v1/users?id={n},1
evt_01896,2026-08-25 21:22:28,216.255.169.4,/search,sqli,critical,q=' OR '1'='1' --,1
evt_02247,2026-08-25 21:28:12,147.252.76.244,/search,xss,high,q=<script>alert(1)</script>,1
evt_00746,2026-08-25 21:42:53,159.124.81.250,/search,xss,high,q=<script>alert(1)</script>,1
evt_01196,2026-08-25 21:57:48,69.2.168.249,/api/v1/users,none,low,-,0
evt_01188,2026-08-25 22:39:40,186.142.157.54,/upload,none,low,-,0
evt_01513,2026-08-25 23:36:46,51.234.58.68,/admin/login,credential_stuffing,high,username={user}&password={leaked_pw},1
evt_01851,2026-08-26 01:18:02,216.255.169.4,/api/v1/users,api_enumeration,medium,GET /api/v1/users?id={n},1
evt_01836,2026-08-26 02:20:55,90.108.206.191,/config/exposed.env,none,low,-,0
evt_01118,2026-08-26 03:15:42,85.37.122.64,/admin/login,none,low,-,0
evt_01453,2026-08-26 03:35:03,2.117.20.57,/config/exposed.env,config_exposure_probe,medium,GET /config/exposed.env HTTP/1.1,1
evt_02302,2026-08-26 04:14:52,183.110.186.147,/admin/login,brute_force,high,username=admin&password={guess},1
evt_01931,2026-08-26 04:27:02,91.192.183.52,/admin/login,credential_stuffing,high,username={user}&password={leaked_pw},1
evt_00524,2026-08-26 05:11:24,49.102.48.138,/config/exposed.env,none,low,-,0
evt_01237,2026-08-26 05:38:52,55.10.25.202,/config/exposed.env,none,low,-,0
evt_01898,2026-08-26 05:50:09,56.160.177.149,/upload,malicious_file_upload,critical,filename=shell.php.jpg,1
evt_02292,2026-08-26 05:50:55,158.80.9.37,/search,none,low,-,0
evt_01402,2026-08-26 06:06:08,136.52.49.224,/admin/login,brute_force,high,username=admin&password={guess},1
evt_01042,2026-08-26 06:54:50,212.69.142.217,/admin/login,none,low,-,0
evt_02250,2026-08-26 09:24:56,28.248.98.26,/config/exposed.env,none,low,-,0
evt_00015,2026-08-26 09:26:28,164.71.198.58,/admin/login,none,low,-,0
evt_01855,2026-08-26 09:54:01,212.129.216.213,/api/v1/users,idor_probe,high,GET /api/v1/users?id={n}&token=none,1
evt_01129,2026-08-26 09:56:28,102.52.48.17,/search,sqli,critical,q=' OR '1'='1' --,1
evt_02386,2026-08-26 10:38:29,51.227.93.163,/upload,none,low,-,0
evt_00133,2026-08-26 10:52:36,75.91.81.197,/config/exposed.env,config_exposure_probe,medium,GET /config/exposed.env HTTP/1.1,1
evt_02011,2026-08-26 12:48:50,215.53.45.167,/admin/login,brute_force,high,username=admin&password={guess},1
evt_00617,2026-08-26 13:04:50,223.245.34.91,/admin/login,credential_stuffing,high,username={user}&password={leaked_pw},1
evt_00436,2026-08-26 14:42:54,47.182.144.143,/admin/login,credential_stuffing,high,username={user}&password={leaked_pw},1
evt_01560,2026-08-26 15:47:22,205.54.237.107,/search,none,low,-,0
evt_00595,2026-08-26 16:01:11,181.162.97.216,/admin/login,brute_force,high,username=admin&password={guess},1
evt_01614,2026-08-26 16:01:57,50.78.229.74,/config/exposed.env,none,low,-,0
evt_00944,2026-08-26 16:04:14,177.135.150.28,/upload,malicious_file_upload,critical,filename=shell.php.jpg,1
evt_01535,2026-08-26 16:08:49,113.219.108.154,/admin/login,none,low,-,0
evt_01650,2026-08-26 16:21:07,9.104.217.143,/config/exposed.env,config_exposure_probe,medium,GET /config/exposed.env HTTP/1.1,1
evt_01293,2026-08-26 16:36:27,32.249.3.40,/config/exposed.env,config_exposure_probe,medium,GET /config/exposed.env HTTP/1.1,1
evt_00698,2026-08-26 16:55:08,177.53.25.238,/search,sqli,critical,q=' OR '1'='1' --,1
evt_02102,2026-08-26 17:07:03,181.179.98.5,/admin/login,credential_stuffing,high,username={user}&password={leaked_pw},1
evt_01789,2026-08-26 18:19:49,9.251.149.159,/config/exposed.env,config_exposure_probe,medium,GET /config/exposed.env HTTP/1.1,1
evt_00743,2026-08-26 18:32:45,69.2.168.249,/config/exposed.env,none,low,-,0
evt_01701,2026-08-26 19:02:25,25.191.242.157,/config/exposed.env,none,low,-,0
evt_00664,2026-08-26 19:25:13,88.34.84.121,/admin/login,brute_force,high,username=admin&password={guess},1
evt_00754,2026-08-26 20:47:06,147.252.76.244,/upload,malicious_file_upload,critical,filename=shell.php.jpg,1
evt_02356,2026-08-26 22:10:56,205.54.237.107,/api/v1/users,none,low,-,0
evt_01680,2026-08-26 22:23:07,64.214.23.229,/api/v1/users,none,low,-,0
evt_01847,2026-08-26 22:34:42,215.53.45.167,/search,sqli,critical,q=' OR '1'='1' --,1
evt_00608,2026-08-26 23:00:07,32.249.3.40,/api/v1/users,none,low,-,0
evt_00294,2026-08-26 23:49:24,9.104.217.143,/api/v1/users,none,low,-,0
evt_01579,2026-08-27 00:00:11,97.111.75.59,/admin/login,brute_force,high,username=admin&password={guess},1
evt_02367,2026-08-27 00:31:09,168.116.26.150,/admin/login,credential_stuffing,high,username={user}&password={leaked_pw},1
evt_00979,2026-08-27 00:41:17,51.250.62.174,/admin/login,none,low,-,0
evt_02294,2026-08-27 00:57:56,64.190.234.207,/admin/login,none,low,-,0
evt_01583,2026-08-27 01:21:29,54.105.228.178,/config/exposed.env,none,low,-,0
evt_02381,2026-08-27 01:40:39,205.54.237.107,/api/v1/users,none,low,-,0
evt_00993,2026-08-27 01:53:41,120.1.57.72,/admin/login,credential_stuffing,high,username={user}&password={leaked_pw},1
evt_02172,2026-08-27 03:29:05,131.12.158.4,/api/v1/users,none,low,-,0
evt_00220,2026-08-27 03:59:35,214.44.73.54,/admin/login,brute_force,high,username=admin&password={guess},1
evt_01401,2026-08-27 04:09:44,69.232.87.119,/search,sqli,critical,q=' OR '1'='1' --,1
evt_00895,2026-08-27 04:41:07,48.77.7.192,/upload,malicious_file_upload,critical,filename=shell.php.jpg,1
evt_02176,2026-08-27 04:50:58,9.251.149.159,/search,xss,high,q=<script>alert(1)</script>,1
evt_02351,2026-08-27 05:43:30,102.52.48.17,/admin/login,credential_stuffing,high,username={user}&password={leaked_pw},1
evt_01715,2026-08-27 05:56:14,210.127.231.39,/api/v1/users,none,low,-,0
evt_02339,2026-08-27 06:03:02,149.111.198.191,/api/v1/users,none,low,-,0
evt_00859,2026-08-27 06:23:21,131.12.158.4,/search,none,low,-,0
evt_02273,2026-08-27 06:30:22,120.1.57.72,/admin/login,credential_stuffing,high,username={user}&password={leaked_pw},1
evt_00108,2026-08-27 06:42:57,153.107.150.96,/upload,malicious_file_upload,critical,filename=shell.php.jpg,1
evt_02301,2026-08-27 07:00:26,28.248.98.26,/admin/login,brute_force,high,username=admin&password={guess},1
evt_00056,2026-08-27 07:13:02,159.124.81.250,/upload,malicious_file_upload,critical,filename=shell.php.jpg,1
evt_01179,2026-08-27 07:33:23,148.251.160.134,/api/v1/users,none,low,-,0
evt_01884,2026-08-27 07:50:50,159.124.81.250,/api/v1/users,none,low,-,0
evt_02402,2026-08-27 07:54:40,50.78.229.74,/admin/login,brute_force,high,username=admin&password={guess},1
evt_01111,2026-08-27 07:55:50,20.118.242.89,/admin/login,brute_force,high,username=admin&password={guess},1
evt_01956,2026-08-27 08:15:58,154.172.157.111,/api/v1/users,api_enumeration,medium,GET /api/v1/users?id={n},1
evt_01808,2026-08-27 08:40:26,63.114.117.186,/search,sqli,critical,q=' OR '1'='1' --,1
evt_00860,2026-08-27 09:21:47,171.12.15.22,/api/v1/users,none,low,-,0
evt_01980,2026-08-27 09:21:56,161.33.7.10,/config/exposed.env,none,low,-,0
evt_02095,2026-08-27 10:50:19,4.182.29.132,/admin/login,credential_stuffing,high,username={user}&password={leaked_pw},1
evt_02087,2026-08-27 11:00:28,209.169.90.253,/api/v1/users,idor_probe,high,GET /api/v1/users?id={n}&token=none,1
evt_01146,2026-08-27 11:07:18,153.107.150.96,/admin/login,none,low,-,0
evt_01270,2026-08-27 11:11:15,179.152.58.156,/api/v1/users,idor_probe,high,GET /api/v1/users?id={n}&token=none,1
evt_00570,2026-08-27 11:41:20,2.117.20.57,/admin/login,none,low,-,0
evt_00379,2026-08-27 12:18:26,135.107.22.65,/search,xss,high,q=<script>alert(1)</script>,1
evt_00257,2026-08-27 12:55:01,131.12.158.4,/upload,none,low,-,0
evt_01369,2026-08-27 13:35:29,120.1.57.72,/admin/login,credential_stuffing,high,username={user}&password={leaked_pw},1
evt_01033,2026-08-27 13:49:06,108.208.234.10,/api/v1/users,none,low,-,0
evt_02400,2026-08-27 13:56:29,221.58.11.167,/config/exposed.env,config_exposure_probe,medium,GET /config/exposed.env HTTP/1.1,1
evt_00778,2026-08-27 14:02:46,52.58.153.231,/admin/login,brute_force,high,username=admin&password={guess},1
evt_02341,2026-08-27 14:19:15,120.1.57.72,/admin/login,none,low,-,0
evt_00737,2026-08-27 17:36:54,131.12.158.4,/config/exposed.env,config_exposure_probe,medium,GET /config/exposed.env HTTP/1.1,1
evt_00996,2026-08-27 17:40:14,33.40.9.190,/config/exposed.env,none,low,-,0
evt_01589,2026-08-27 17:54:42,27.78.53.133,/config/exposed.env,none,low,-,0
evt_00242,2026-08-27 18:55:58,32.249.3.40,/api/v1/users,idor_probe,high,GET /api/v1/users?id={n}&token=none,1
evt_00171,2026-08-27 19:01:59,167.106.97.82,/admin/login,none,low,-,0
evt_00456,2026-08-27 20:31:17,177.53.25.238,/api/v1/users,idor_probe,high,GET /api/v1/users?id={n}&token=none,1
evt_02409,2026-08-27 20:31:49,73.162.236.128,/admin/login,none,low,-,0
evt_01586,2026-08-27 21:09:05,66.157.224.31,/admin/login,brute_force,high,username=admin&password={guess},1
evt_00532,2026-08-27 21:32:02,7.15.130.43,/admin/login,brute_force,high,username=admin&password={guess},1
evt_02259,2026-08-27 22:44:57,158.43.229.18,/search,none,low,-,0
evt_01802,2026-08-27 23:23:26,181.162.97.216,/config/exposed.env,none,low,-,0
evt_01058,2026-08-27 23:48:14,153.107.150.96,/upload,malicious_file_upload,critical,filename=shell.php.jpg,1
evt_01665,2026-08-28 00:03:20,17.228.217.23,/api/v1/users,none,low,-,0
evt_02274,2026-08-28 00:10:02,180.248.34.121,/upload,malicious_file_upload,critical,filename=shell.php.jpg,1
evt_01917,2026-08-28 00:14:44,172.210.162.62,/search,none,low,-,0
evt_01552,2026-08-28 00:21:17,45.149.219.185,/api/v1/users,api_enumeration,medium,GET /api/v1/users?id={n},1
evt_00389,2026-08-28 00:21:50,213.20.32.230,/api/v1/users,none,low,-,0
evt_01289,2026-08-28 00:36:16,179.24.52.100,/api/v1/users,none,low,-,0
evt_00130,2026-08-28 01:08:37,75.91.81.197,/admin/login,brute_force,high,username=admin&password={guess},1
evt_00633,2026-08-28 01:19:13,199.23.148.185,/admin/login,none,low,-,0
evt_00163,2026-08-28 02:22:51,181.162.97.216,/config/exposed.env,none,low,-,0
evt_00352,2026-08-28 02:31:37,135.17.254.37,/search,sqli,critical,q=' OR '1'='1' --,1
evt_00139,2026-08-28 02:52:28,175.236.11.102,/search,xss,high,q=<script>alert(1)</script>,1
evt_01654,2026-08-28 04:25:01,205.54.237.107,/config/exposed.env,none,low,-,0
evt_00192,2026-08-28 04:36:29,216.255.169.4,/admin/login,brute_force,high,username=admin&password={guess},1
evt_01998,2026-08-28 04:41:12,158.43.229.18,/config/exposed.env,config_exposure_probe,medium,GET /config/exposed.env HTTP/1.1,1
evt_00153,2026-08-28 04:52:02,50.78.229.74,/config/exposed.env,none,low,-,0
evt_01068,2026-08-28 05:17:34,9.251.149.159,/search,xss,high,q=<script>alert(1)</script>,1
evt_00549,2026-08-28 05:30:33,171.14.152.191,/upload,malicious_file_upload,critical,filename=shell.php.jpg,1
evt_00566,2026-08-28 05:55:58,223.206.36.217,/config/exposed.env,none,low,-,0
evt_02328,2026-08-28 06:41:26,109.197.162.51,/upload,malicious_file_upload,critical,filename=shell.php.jpg,1
evt_00788,2026-08-28 06:43:01,43.229.203.38,/api/v1/users,none,low,-,0
evt_01395,2026-08-28 06:50:20,55.10.25.202,/api/v1/users,none,low,-,0
evt_01921,2026-08-28 06:53:03,207.241.169.87,/api/v1/users,none,low,-,0
evt_02240,2026-08-28 07:22:29,152.175.125.102,/api/v1/users,api_enumeration,medium,GET /api/v1/users?id={n},1
evt_01517,2026-08-28 07:27:14,154.190.152.77,/search,xss,high,q=<script>alert(1)</script>,1
evt_00508,2026-08-28 08:12:55,127.168.163.78,/upload,none,low,-,0
evt_00110,2026-08-28 08:18:45,158.43.229.18,/api/v1/users,none,low,-,0
evt_00020,2026-08-28 08:19:10,214.44.73.54,/config/exposed.env,none,low,-,0
evt_01878,2026-08-28 09:59:34,30.132.185.204,/search,sqli,critical,q=' OR '1'='1' --,1
evt_00099,2026-08-28 10:14:54,157.71.39.23,/search,sqli,critical,q=' OR '1'='1' --,1
evt_00720,2026-08-28 10:59:42,209.169.90.253,/config/exposed.env,none,low,-,0
evt_00692,2026-08-28 11:29:01,181.162.97.216,/api/v1/users,none,low,-,0
evt_01709,2026-08-28 11:31:07,9.104.217.143,/search,none,low,-,0
evt_00207,2026-08-28 11:42:02,69.2.168.249,/api/v1/users,none,low,-,0
evt_02086,2026-08-28 12:44:49,181.162.97.216,/config/exposed.env,config_exposure_probe,medium,GET /config/exposed.env HTTP/1.1,1
evt_00828,2026-08-28 12:49:21,189.168.221.93,/admin/login,credential_stuffing,high,username={user}&password={leaked_pw},1
evt_01026,2026-08-28 13:18:01,82.113.53.240,/admin/login,none,low,-,0
evt_00484,2026-08-28 15:15:55,64.158.107.121,/admin/login,credential_stuffing,high,username={user}&password={leaked_pw},1
evt_00727,2026-08-28 16:21:05,18.253.167.122,/config/exposed.env,none,low,-,0
evt_00568,2026-08-28 16:28:33,185.231.133.197,/api/v1/users,api_enumeration,medium,GET /api/v1/users?id={n},1
evt_01318,2026-08-28 17:00:50,120.1.57.72,/upload,none,low,-,0
evt_02019,2026-08-28 17:02:45,216.255.169.4,/search,sqli,critical,q=' OR '1'='1' --,1
evt_02206,2026-08-28 17:06:29,2.117.20.57,/admin/login,brute_force,high,username=admin&password={guess},1
evt_00418,2026-08-28 17:39:20,148.251.160.134,/search,xss,high,q=<script>alert(1)</script>,1
evt_01229,2026-08-28 17:58:51,120.1.57.72,/config/exposed.env,none,low,-,0
evt_00988,2026-08-28 18:00:30,83.101.237.84,/api/v1/users,none,low,-,0
evt_02040,2026-08-28 19:33:46,189.250.220.63,/search,none,low,-,0
evt_00991,2026-08-28 20:11:08,51.234.58.68,/admin/login,none,low,-,0
evt_02069,2026-08-28 20:12:09,193.178.187.114,/search,none,low,-,0
evt_01349,2026-08-28 20:31:11,147.252.76.244,/api/v1/users,idor_probe,high,GET /api/v1/users?id={n}&token=none,1
evt_00228,2026-08-28 20:56:59,75.91.81.197,/admin/login,none,low,-,0
evt_01250,2026-08-28 21:05:38,194.225.183.8,/search,xss,high,q=<script>alert(1)</script>,1
evt_01932,2026-08-28 21:15:42,20.97.156.81,/admin/login,credential_stuffing,high,username={user}&password={leaked_pw},1
evt_02232,2026-08-28 21:46:40,75.91.81.197,/admin/login,brute_force,high,username=admin&password={guess},1
evt_01062,2026-08-28 21:53:39,70.220.213.104,/search,sqli,critical,q=' OR '1'='1' --,1
evt_01686,2026-08-28 22:06:10,147.252.76.244,/admin/login,brute_force,high,username=admin&password={guess},1
evt_00396,2026-08-28 23:29:14,153.107.150.96,/api/v1/users,none,low,-,0
evt_02098,2026-08-28 23:36:15,70.93.75.97,/search,xss,high,q=<script>alert(1)</script>,1
evt_02342,2026-08-28 23:40:19,32.249.3.40,/admin/login,none,low,-,0
evt_01798,2026-08-28 23:44:14,120.1.57.72,/search,none,low,-,0
evt_01794,2026-08-29 00:17:30,2.117.20.57,/search,xss,high,q=<script>alert(1)</script>,1
evt_00244,2026-08-29 00:30:37,51.234.58.68,/admin/login,brute_force,high,username=admin&password={guess},1
evt_00572,2026-08-29 01:00:48,100.157.139.39,/config/exposed.env,none,low,-,0
evt_02213,2026-08-29 01:09:14,186.115.149.163,/config/exposed.env,none,low,-,0
evt_02255,2026-08-29 02:02:37,138.204.178.208,/upload,malicious_file_upload,critical,filename=shell.php.jpg,1
evt_01990,2026-08-29 02:03:54,148.251.160.134,/search,none,low,-,0
evt_01630,2026-08-29 02:36:46,168.116.26.150,/api/v1/users,none,low,-,0
evt_01290,2026-08-29 02:44:39,42.99.236.49,/admin/login,brute_force,high,username=admin&password={guess},1
evt_00776,2026-08-29 03:58:36,159.124.81.250,/search,none,low,-,0
evt_00690,2026-08-29 05:19:21,133.154.135.25,/api/v1/users,api_enumeration,medium,GET /api/v1/users?id={n},1
evt_00027,2026-08-29 05:20:42,14.63.35.189,/config/exposed.env,config_exposure_probe,medium,GET /config/exposed.env HTTP/1.1,1
evt_01527,2026-08-29 05:52:10,139.88.25.61,/search,none,low,-,0
evt_01835,2026-08-29 08:17:24,158.43.229.18,/search,none,low,-,0
evt_01455,2026-08-29 08:59:52,182.59.22.241,/admin/login,none,low,-,0
evt_00844,2026-08-29 09:09:14,153.107.150.96,/search,none,low,-,0
evt_01706,2026-08-29 09:36:38,31.15.137.17,/api/v1/users,idor_probe,high,GET /api/v1/users?id={n}&token=none,1
evt_02123,2026-08-29 09:37:59,9.104.217.143,/admin/login,none,low,-,0
evt_01488,2026-08-29 10:05:44,198.234.164.40,/admin/login,brute_force,high,username=admin&password={guess},1
evt_00034,2026-08-29 10:38:01,139.121.13.94,/admin/login,credential_stuffing,high,username={user}&password={leaked_pw},1
evt_00026,2026-08-29 11:07:44,63.109.46.65,/search,none,low,-,0
evt_01400,2026-08-29 12:06:36,28.248.98.26,/upload,malicious_file_upload,critical,filename=shell.php.jpg,1
evt_00560,2026-08-29 12:18:13,131.12.158.4,/api/v1/users,none,low,-,0
evt_01209,2026-08-29 12:35:54,96.182.112.55,/upload,malicious_file_upload,critical,filename=shell.php.jpg,1
evt_02165,2026-08-29 13:30:36,90.130.206.56,/api/v1/users,idor_probe,high,GET /api/v1/users?id={n}&token=none,1
evt_02407,2026-08-29 13:40:24,109.148.176.106,/config/exposed.env,none,low,-,0
evt_01933,2026-08-29 13:58:03,51.101.22.140,/search,sqli,critical,q=' OR '1'='1' --,1
evt_00304,2026-08-29 14:54:23,131.12.158.4,/search,none,low,-,0
evt_00297,2026-08-29 15:10:18,153.107.150.96,/api/v1/users,none,low,-,0
evt_00016,2026-08-29 15:31:21,179.24.52.100,/search,sqli,critical,q=' OR '1'='1' --,1
evt_00911,2026-08-29 15:50:36,177.140.153.34,/admin/login,brute_force,high,username=admin&password={guess},1
evt_00261,2026-08-29 16:01:02,131.12.158.4,/config/exposed.env,config_exposure_probe,medium,GET /config/exposed.env HTTP/1.1,1
evt_00182,2026-08-29 16:11:05,120.1.57.72,/config/exposed.env,none,low,-,0
evt_00876,2026-08-29 16:40:36,82.113.53.240,/upload,none,low,-,0
evt_00519,2026-08-29 17:44:37,158.232.146.145,/api/v1/users,none,low,-,0
evt_00191,2026-08-29 19:23:51,73.195.214.248,/admin/login,brute_force,high,username=admin&password={guess},1
evt_00219,2026-08-29 20:40:34,117.88.221.22,/config/exposed.env,config_exposure_probe,medium,GET /config/exposed.env HTTP/1.1,1
evt_02199,2026-08-29 21:34:40,100.48.65.153,/config/exposed.env,config_exposure_probe,medium,GET /config/exposed.env HTTP/1.1,1
evt_00387,2026-08-29 21:39:23,83.211.66.15,/api/v1/users,idor_probe,high,GET /api/v1/users?id={n}&token=none,1
